2015-05-11 10:16:11,120 pool-1-thread-1 INFO [PROXYSERVER - 224] - 3423023d-291f-4125-a6b6-48b7980006f8   GET / HTTP/1.0
2015-05-11 10:16:11,354 pool-1-thread-4 INFO [PROXYSERVER - 230] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   host: res.m6go.com
2015-05-11 10:16:11,354 pool-1-thread-7 INFO [PROXYSERVER - 238] - 8f6f1740-4274-497a-8229-9a20883c5112   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,354 pool-1-thread-4 INFO [PROXYSERVER - 238] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,355 pool-1-thread-7 INFO [PROXYSERVER - 238] - 8f6f1740-4274-497a-8229-9a20883c5112   cache-control: max-age=0
2015-05-11 10:16:11,355 pool-1-thread-4 INFO [PROXYSERVER - 238] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   cache-control: max-age=0
2015-05-11 10:16:11,355 pool-1-thread-2 INFO [PROXYSERVER - 224] - 54940db0-478a-43fa-8501-96a8888f97e3   GET /content/jq/auto/jquery.autocomplete.css?v=4.4.2 HTTP/1.0
2015-05-11 10:16:11,355 pool-1-thread-7 INFO [PROXYSERVER - 238] - 8f6f1740-4274-497a-8229-9a20883c5112   if-modified-since: Thu, 07 May 2015 10:13:07 GMT
2015-05-11 10:16:11,356 pool-1-thread-7 INFO [PROXYSERVER - 238] - 8f6f1740-4274-497a-8229-9a20883c5112   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,355 pool-1-thread-2 INFO [PROXYSERVER - 230] - 54940db0-478a-43fa-8501-96a8888f97e3   host: res.m6go.com
2015-05-11 10:16:11,355 pool-1-thread-4 INFO [PROXYSERVER - 238] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   if-modified-since: Thu, 08 Jan 2015 03:51:24 GMT
2015-05-11 10:16:11,356 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,356 pool-1-thread-7 INFO [PROXYSERVER - 238] - 8f6f1740-4274-497a-8229-9a20883c5112   accept: */*
2015-05-11 10:16:11,356 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   cache-control: max-age=0
2015-05-11 10:16:11,356 pool-1-thread-4 INFO [PROXYSERVER - 238] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,357 pool-1-thread-6 INFO [PROXYSERVER - 224] - 3c430e7f-0c73-42e4-90aa-a705679773e5   GET /content/dgH/js/common.js?v=4.4.3 HTTP/1.0
2015-05-11 10:16:11,357 pool-1-thread-3 INFO [PROXYSERVER - 224] - 97783a88-d28d-4432-a705-cc27f2e8f306   GET /content/dgH/css/main.css?v=4.7.2 HTTP/1.0
2015-05-11 10:16:11,357 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   if-modified-since: Thu, 08 Jan 2015 03:51:24 GMT
2015-05-11 10:16:11,356 pool-1-thread-7 INFO [PROXYSERVER - 238] - 8f6f1740-4274-497a-8229-9a20883c5112   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,357 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,357 pool-1-thread-3 INFO [PROXYSERVER - 230] - 97783a88-d28d-4432-a705-cc27f2e8f306   host: res.m6go.com
2015-05-11 10:16:11,357 pool-1-thread-33 INFO [PROXYSERVER - 224] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   GET /content/dgH/css/top_bot.css?v=4.5.0 HTTP/1.0
2015-05-11 10:16:11,357 pool-1-thread-6 INFO [PROXYSERVER - 230] - 3c430e7f-0c73-42e4-90aa-a705679773e5   host: res.m6go.com
2015-05-11 10:16:11,358 pool-1-thread-6 INFO [PROXYSERVER - 238] - 3c430e7f-0c73-42e4-90aa-a705679773e5   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,357 pool-1-thread-4 INFO [PROXYSERVER - 238] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   accept: */*
2015-05-11 10:16:11,358 pool-1-thread-6 INFO [PROXYSERVER - 238] - 3c430e7f-0c73-42e4-90aa-a705679773e5   cache-control: max-age=0
2015-05-11 10:16:11,358 pool-1-thread-6 INFO [PROXYSERVER - 238] - 3c430e7f-0c73-42e4-90aa-a705679773e5   if-modified-since: Wed, 15 Apr 2015 16:33:48 GMT
2015-05-11 10:16:11,358 pool-1-thread-6 INFO [PROXYSERVER - 238] - 3c430e7f-0c73-42e4-90aa-a705679773e5   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,358 pool-1-thread-6 INFO [PROXYSERVER - 238] - 3c430e7f-0c73-42e4-90aa-a705679773e5   accept: */*
2015-05-11 10:16:11,358 pool-1-thread-33 INFO [PROXYSERVER - 230] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   host: res.m6go.com
2015-05-11 10:16:11,358 pool-1-thread-3 INFO [PROXYSERVER - 238] - 97783a88-d28d-4432-a705-cc27f2e8f306   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,357 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   accept: text/css,*/*;q=0.1
2015-05-11 10:16:11,359 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,359 pool-1-thread-2 INFO [PROXYSERVER - 238] - 54940db0-478a-43fa-8501-96a8888f97e3   if-none-match: "06205ff62ad01:0"
2015-05-11 10:16:11,359 pool-1-thread-3 INFO [PROXYSERVER - 238] - 97783a88-d28d-4432-a705-cc27f2e8f306   cache-control: max-age=0
2015-05-11 10:16:11,359 pool-1-thread-33 INFO [PROXYSERVER - 238] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,359 pool-1-thread-6 INFO [PROXYSERVER - 238] - 3c430e7f-0c73-42e4-90aa-a705679773e5   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,358 pool-1-thread-4 INFO [PROXYSERVER - 238] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,360 pool-1-thread-33 INFO [PROXYSERVER - 238] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   cache-control: max-age=0
2015-05-11 10:16:11,359 pool-1-thread-3 INFO [PROXYSERVER - 238] - 97783a88-d28d-4432-a705-cc27f2e8f306   if-modified-since: Wed, 06 May 2015 10:11:36 GMT
2015-05-11 10:16:11,360 pool-1-thread-33 INFO [PROXYSERVER - 238] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   if-modified-since: Thu, 07 May 2015 09:50:26 GMT
2015-05-11 10:16:11,360 pool-1-thread-3 INFO [PROXYSERVER - 238] - 97783a88-d28d-4432-a705-cc27f2e8f306   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,360 pool-1-thread-33 INFO [PROXYSERVER - 238] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,360 pool-1-thread-3 INFO [PROXYSERVER - 238] - 97783a88-d28d-4432-a705-cc27f2e8f306   accept: text/css,*/*;q=0.1
2015-05-11 10:16:11,361 pool-1-thread-33 INFO [PROXYSERVER - 238] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   accept: text/css,*/*;q=0.1
2015-05-11 10:16:11,361 pool-1-thread-3 INFO [PROXYSERVER - 238] - 97783a88-d28d-4432-a705-cc27f2e8f306   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,361 pool-1-thread-33 INFO [PROXYSERVER - 238] - 44ecab50-8977-4d0b-ab79-8ac92a02b487   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,363 pool-1-thread-8 INFO [PROXYSERVER - 224] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   GET /content/js/mallcart.js?v=2.0.16 HTTP/1.0
2015-05-11 10:16:11,363 pool-1-thread-8 INFO [PROXYSERVER - 230] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   host: www.m6go.com
2015-05-11 10:16:11,363 pool-1-thread-8 INFO [PROXYSERVER - 238] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   cookie: _jzqckmp=1; pgv_pvi=995857408; pgv_si=s6469044224; MallVisited=MallRecentlyVisitedGoods=Kl%2fwiCa2XFzVdJV2x8qBfVBt558qXnu4yzim68qSnXw%3d; _gat=1; DaiGou=ReferUrl=&FrontUrl=BWFrplj8PY9La2qeT8D0MbHN5wYFmetRjT1QvrR9u%2fm1G1oMFeLIjg%3d%3d; productHrefLink=%7B%22position%22%3A%22Catalog-AllList-%E7%AC%AC1%E9%A1%B5%22%2C%22positionNo%22%3A%22%22%2C%22productId%22%3A%226510%22%2C%22price%22%3A%22%EF%BF%A5912.00%22%7D; _ga=GA1.2.1648440311.1431308360; nTalk_CACHE_DATA={uid:kf_9925_ISME9754_guest456B4B11-D0DF-E8,tid:1431308327574065}; NTKF_T2D_CLIENTID=guest456B4B11-D0DF-E81F-7BD7-409FDC174BAF; _qzja=1.690078736.1431308327777.1431308327777.1431308327777.1431310139185.1431310176158.0.0.0.38.1; _qzjb=1.1431308327777.38.0.0.0; _qzjc=1; _qzjto=38.1.0; _jzqa=1.1248375507206652400.1431308328.1431308328.1431308328.1; _jzqc=1; _jzqb=1.59.10.1431308328.1
2015-05-11 10:16:11,363 pool-1-thread-8 INFO [PROXYSERVER - 238] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   cache-control: max-age=0
2015-05-11 10:16:11,364 pool-1-thread-8 INFO [PROXYSERVER - 238] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   if-modified-since: Tue, 17 Mar 2015 06:02:26 GMT
2015-05-11 10:16:11,364 pool-1-thread-8 INFO [PROXYSERVER - 238] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   accept-language: zh-CN,zh;q=0.8
2015-05-11 10:16:11,364 pool-1-thread-8 INFO [PROXYSERVER - 238] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   accept: */*
2015-05-11 10:16:11,364 pool-1-thread-8 INFO [PROXYSERVER - 238] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   accept-encoding: gzip,deflate,sdch
2015-05-11 10:16:11,487 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   HTTP/1.1 304 Not Modified
2015-05-11 10:16:11,487 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   Server: nginx/1.6.2
2015-05-11 10:16:11,487 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   Date: Mon, 11 May 2015 02:15:09 GMT
2015-05-11 10:16:11,487 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   Connection: close
2015-05-11 10:16:11,488 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   Cache-Control: max-age=5184000
2015-05-11 10:16:11,488 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   Last-Modified: Tue, 17 Mar 2015 06:02:26 GMT
2015-05-11 10:16:11,488 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   ETag: "0555f17760d01:0"
2015-05-11 10:16:11,488 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   X-Powered-By: ASP.NET
2015-05-11 10:16:11,489 pool-1-thread-8 INFO [PROXYSERVER - 297] - ca5c35eb-f83e-4520-931e-8eea40fcb04a   Expires: Fri, 10 Jul 2015 02:15:09 GMT
2015-05-11 10:16:11,575 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   HTTP/1.0 304 Not Modified
2015-05-11 10:16:11,575 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Date: Mon, 11 May 2015 01:28:32 GMT
2015-05-11 10:16:11,576 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Content-Type: application/x-javascript
2015-05-11 10:16:11,576 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Expires: Sun, 01 May 2016 07:34:42 GMT
2015-05-11 10:16:11,576 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Last-Modified: Thu, 08 Jan 2015 03:51:24 GMT
2015-05-11 10:16:11,576 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Cache-Control: max-age=31104000
2015-05-11 10:16:11,576 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Age: 1
2015-05-11 10:16:11,577 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   X-Via: 1.0 dy65:1 (Cdn Cache Server V2.0)
2015-05-11 10:16:11,577 pool-1-thread-4 INFO [PROXYSERVER - 297] - ea5ea92d-a0f1-4fc3-a006-0173d86eef46   Connection: close
2015-05-11 10:16:11,577 pool-1-thread-7 INFO [PROXYSERVER - 297] - 8f6f1740-4274-497a-8229-9a20883c5112   HTTP/1.0 304 Not Modified
2015-05-11 10:16:11,577 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   HTTP/1.0 304 Not Modified
2015-05-11 10:16:11,578 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Date: Sun, 10 May 2015 23:57:42 GMT
2015-05-11 10:16:11,578 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Content-Type: text/css
2015-05-11 10:16:11,578 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Expires: Wed, 04 May 2016 23:55:20 GMT
2015-05-11 10:16:11,578 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Last-Modified: Thu, 08 Jan 2015 03:51:24 GMT
2015-05-11 10:16:11,579 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   ETag: "06205ff62ad01:0"
2015-05-11 10:16:11,579 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Cache-Control: max-age=31104000
2015-05-11 10:16:11,579 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Age: 1
2015-05-11 10:16:11,579 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   X-Via: 1.0 dy65:0 (Cdn Cache Server V2.0)
2015-05-11 10:16:11,579 pool-1-thread-2 INFO [PROXYSERVER - 297] - 54940db0-478a-43fa-8501-96a8888f97e3   Connection: close
2015-05-11 10:16:11,581 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   HTTP/1.0 304 Not Modified
2015-05-11 10:16:11,581 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Date: Mon, 11 May 2015 01:28:32 GMT
2015-05-11 10:16:11,581 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Content-Type: application/x-javascript
2015-05-11 10:16:11,581 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Expires: Sun, 01 May 2016 07:34:42 GMT
2015-05-11 10:16:11,581 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Last-Modified: Wed, 15 Apr 2015 16:33:48 GMT
2015-05-11 10:16:11,581 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Cache-Control: max-age=31104000
2015-05-11 10:16:11,582 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Age: 1
2015-05-11 10:16:11,582 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   X-Via: 1.0 dy65:1 (Cdn Cache Server V2.0)
2015-05-11 10:16:11,582 pool-1-thread-6 INFO [PROXYSERVER - 297] - 3c430e7f-0c73-42e4-90aa-a705679773e5   Connection: close
2015-05-11 10:16:11,582 pool-1-thread-3 INFO [PROXYSERVER - 297] - 97783a88-d28d-4432-a705-cc27f2e8f306   HTTP/1.0 304 Not Modified
2015-05-11 10:16:11,582 pool-1-thread-3 INFO [PROXYSERVER - 297] - 97783a88-d28d-4432-a705-cc27f2e8f306   Date: Mon, 11 May 2015 01:28:32 GMT
2015-05-11 10:16:11,583 pool-1-thread-3 INFO [PROXYSERVER - 297] - 97783a88-d28d-4432-a705-cc27f2e8f306   Content-Type: text/css
2015-05-11 10:16:11,583 pool-1-thread-3 INFO [PROXYSERVER - 297] - 97783a88-d28d-4432-a705-cc27f2e8f306   Expires: Sun, 01 May 2016 07:34:42 GMT
